study_hours,attendance,previous_marks,sleep_hours,extracurricular,final_marks
7.6,32.0,77.4,5.5,1,66.4
4.3,87.8,70.6,6.2,1,66.9
6.7,39.0,68.5,4.1,1,55.6
6.7,53.5,49.7,5.5,1,60.4
5.8,82.0,83.9,6.5,0,73.4
1.8,41.3,58.0,4.3,0,56.9
8.5,87.3,93.5,6.5,1,98.3
3.9,88.2,69.4,8.6,0,62.9
2.7,65.5,33.8,4.5,1,37.6
1.4,30.4,72.3,7.8,1,59.0
6.3,50.1,47.8,6.0,0,58.7
7.1,73.2,73.0,7.3,0,64.5
1.1,98.7,29.9,5.3,1,28.7
5.6,74.2,37.2,4.8,1,45.7
3.0,48.2,84.9,4.8,0,65.2
6.8,74.4,40.9,4.4,1,54.9
2.6,67.8,83.6,4.9,0,67.5
7.2,84.6,44.5,7.3,1,54.5
4.5,37.5,70.0,8.4,1,53.5
9.4,83.3,73.6,8.1,0,82.2
2.2,67.9,60.9,7.4,0,48.4
4.1,97.4,46.4,4.6,0,41.1
2.0,53.9,39.9,5.4,1,39.7
9.3,74.3,27.3,5.5,1,55.8
8.9,95.2,46.3,5.2,1,63.4
3.3,37.2,70.7,6.6,1,56.8
6.9,95.6,90.7,6.7,0,81.4
8.4,78.2,86.0,5.8,1,81.8
6.0,34.7,78.6,5.8,1,63.4
5.8,51.1,80.2,8.1,1,69.8
3.2,79.6,71.5,7.9,0,63.7
1.8,34.7,43.2,5.5,1,39.9
9.1,70.8,88.5,8.6,1,88.6
9.1,54.2,72.0,8.8,0,70.8
6.7,73.5,64.2,5.6,1,65.7
4.1,33.2,32.8,5.8,1,30.0
4.1,91.0,56.3,6.5,0,56.2
7.5,98.1,57.2,8.7,1,75.2
9.1,97.8,85.5,8.4,1,82.9
9.0,82.5,63.3,4.5,1,69.3
8.0,39.1,51.6,6.0,0,58.4
6.8,83.1,93.4,6.8,1,89.6
1.8,31.7,32.8,6.5,1,31.6
2.5,31.5,54.6,5.0,0,40.7
9.1,52.7,27.9,8.3,0,42.1
6.5,64.2,76.8,7.4,1,73.7
1.1,83.9,89.3,8.2,1,77.5
1.9,77.8,44.6,8.3,1,47.3
7.0,61.2,85.1,7.7,1,79.0
1.0,49.2,45.5,6.2,0,38.7
2.4,99.8,88.8,7.1,1,73.0
5.9,59.8,77.8,4.8,0,64.1
7.2,61.6,81.3,7.4,0,78.1
6.9,41.5,26.3,4.9,1,43.2
3.0,85.6,92.4,7.5,1,75.5
7.4,78.6,75.9,5.1,0,68.3
3.1,45.5,46.3,4.6,0,46.7
3.9,35.8,83.1,4.8,1,68.0
7.7,77.6,44.7,4.0,0,52.6
6.8,75.8,86.1,7.6,1,84.5
8.6,49.1,32.9,7.7,1,51.2
6.9,96.6,74.3,6.6,0,69.9
6.1,40.6,62.8,4.8,0,54.7
1.8,60.3,31.8,4.4,1,27.0
4.3,96.1,41.9,4.1,0,48.6
3.4,59.4,25.9,4.8,1,27.7
3.2,74.7,57.8,8.5,1,51.6
9.8,57.8,46.1,5.2,1,54.0
4.5,49.2,66.9,5.8,0,57.3
9.0,98.9,45.8,4.5,1,63.1
6.7,58.7,46.0,5.1,1,53.2
8.2,92.6,77.0,6.6,1,75.7
5.5,46.1,28.4,7.0,1,37.4
6.2,44.9,88.2,5.2,1,77.0
5.4,32.2,84.7,4.3,1,67.0
2.8,75.6,71.7,6.0,1,62.6
7.5,55.8,66.5,5.2,1,64.0
3.5,90.5,87.5,5.1,1,73.2
1.2,63.1,38.0,8.8,1,45.0
6.8,97.8,30.5,7.1,1,54.1
2.6,43.0,41.8,6.8,0,37.6
9.5,90.8,80.6,6.1,1,85.6
9.6,84.4,27.4,6.1,1,53.9
9.2,84.0,65.8,6.7,1,75.5
4.3,89.1,94.7,7.5,0,76.4
1.1,83.3,84.9,7.5,1,65.6
9.4,73.8,61.5,4.9,0,69.5
4.9,39.2,29.5,6.5,1,36.1
9.7,32.3,83.2,6.1,1,76.6
9.7,94.5,66.9,8.4,0,71.7
8.7,73.2,33.0,7.2,1,49.1
3.7,85.8,31.6,6.7,0,35.7
4.5,63.7,88.7,4.6,0,70.7
8.7,38.2,71.8,7.0,1,69.6
3.9,38.8,83.1,4.6,1,67.6
2.5,78.0,86.5,5.7,1,68.8
6.0,60.1,65.0,4.7,1,55.1
9.4,44.0,61.2,7.5,0,70.2
7.3,64.4,55.1,5.0,0,62.2
6.1,34.5,47.2,6.0,1,48.0
1.9,70.7,55.4,8.5,0,50.8
6.5,48.8,79.2,5.0,0,65.3
9.9,85.8,67.1,6.5,1,78.3
2.3,51.7,87.5,6.1,0,58.9
5.7,61.9,56.0,4.1,0,47.3
8.9,30.8,67.5,8.0,1,69.8
7.7,35.1,69.2,4.3,0,63.8
7.3,57.5,66.4,6.4,1,66.5
7.3,63.6,74.2,6.8,0,66.1
4.2,72.0,41.6,7.1,1,47.2
3.6,50.4,60.9,7.4,0,54.5
8.3,78.6,32.3,5.3,0,50.4
8.3,90.2,51.9,4.0,1,64.7
8.8,84.6,59.1,7.6,1,68.9
9.2,32.8,70.7,6.7,1,77.7
5.6,63.6,91.5,8.2,1,75.0
5.5,37.3,67.0,8.1,0,62.8
8.2,46.9,77.1,8.2,0,78.9
6.8,99.1,60.4,6.4,0,67.2
7.3,40.0,69.4,5.7,1,66.7
8.2,64.9,30.0,8.0,0,47.8
9.0,73.3,42.8,6.3,0,62.6
4.0,79.2,50.3,4.9,1,46.3
4.4,69.2,58.1,8.3,1,55.1
1.8,30.7,28.2,8.4,0,28.2
6.2,52.9,34.8,6.3,1,52.4
1.3,66.2,44.4,4.4,0,39.3
5.2,36.2,93.0,5.9,0,68.6
5.9,54.5,48.2,8.0,1,54.4
3.6,32.3,58.7,8.5,0,48.9
6.3,35.5,38.7,5.0,1,44.2
1.3,57.8,67.8,4.3,1,56.2
1.3,39.3,44.6,8.4,0,32.9
8.4,69.7,39.5,5.9,0,60.9
4.2,78.3,61.2,6.7,0,60.7
2.1,86.0,25.4,8.8,1,41.7
5.7,44.0,25.5,4.3,0,34.3
7.9,41.7,40.3,7.2,1,53.7
2.9,37.3,27.6,4.4,1,26.4
6.6,74.6,32.6,5.9,0,44.5
1.8,79.5,48.7,8.0,1,50.1
1.5,32.2,81.2,6.2,0,61.8
5.8,95.5,65.0,9.0,0,62.6
5.9,33.6,60.9,6.8,0,55.6
6.7,67.9,45.5,5.6,0,52.4
7.5,79.6,90.2,5.1,0,74.8
9.8,91.0,52.8,5.8,0,69.6
5.6,80.0,31.1,5.9,0,40.9
3.9,86.1,68.2,4.3,1,61.0
8.2,53.8,33.0,5.8,0,46.9
3.4,87.0,49.2,6.3,1,48.6
5.0,35.6,60.5,7.6,1,57.9
1.7,92.6,86.2,7.3,1,68.4
1.2,68.3,59.5,7.5,0,47.1
9.7,87.2,74.2,4.0,1,76.6
8.5,61.7,94.5,5.1,1,87.3
7.3,75.1,34.2,7.3,0,57.0
4.7,66.8,44.2,6.4,0,48.4
2.6,81.2,52.6,4.0,1,53.2
2.4,35.7,54.5,8.0,0,40.4
3.3,34.2,53.8,7.9,0,48.2
5.9,47.3,88.5,6.7,0,69.1
7.4,41.2,75.0,4.3,0,61.4
6.9,91.0,67.6,7.8,1,69.3
3.5,45.3,46.7,6.9,0,49.3
9.6,98.3,82.7,7.9,0,89.4
7.6,53.6,91.9,7.8,0,82.1
6.0,42.7,82.5,8.0,1,67.4
6.5,85.3,25.1,6.6,1,45.6
4.8,76.1,69.5,4.7,0,62.8
3.2,64.9,28.6,7.4,0,36.8
4.2,68.9,43.0,7.1,1,41.8
7.8,80.3,29.2,7.7,0,46.2
1.1,46.0,67.3,4.8,0,47.9
2.0,99.7,73.1,5.0,1,63.8
1.4,98.2,33.0,8.5,0,29.5
1.4,75.5,51.9,7.7,0,45.1
8.7,44.0,56.9,8.5,1,67.3
7.3,77.6,50.8,7.8,1,66.1
5.3,35.1,33.5,7.0,0,43.6
1.9,32.1,54.3,7.3,1,48.5
5.4,48.0,77.6,8.4,0,64.5
5.3,62.4,30.0,6.9,0,33.9
2.6,90.8,30.6,7.2,0,36.6
4.9,80.9,49.8,4.8,1,58.1
4.6,82.0,90.9,6.4,1,82.9
6.5,59.8,71.8,7.6,0,70.6
6.7,54.2,72.5,5.4,0,68.1
1.4,56.0,50.3,5.0,1,44.8
4.4,99.1,66.6,5.6,1,62.3
6.6,32.8,25.7,5.2,1,40.1
5.5,90.7,69.5,5.1,0,71.8
8.7,70.5,88.9,6.1,1,81.3
6.9,60.7,67.9,8.5,1,76.4
2.5,80.8,86.2,6.5,0,65.7
1.6,64.1,75.7,4.9,0,61.3
6.8,91.1,33.4,4.4,0,42.4
1.2,93.0,88.2,7.5,1,71.7
6.3,59.5,29.7,5.9,0,39.8
9.5,49.4,62.4,8.1,0,63.8
6.2,71.5,34.9,7.3,0,48.6
4.5,93.9,25.8,8.0,0,45.3
6.8,44.7,54.5,5.4,1,54.9
5.1,73.6,45.7,7.5,0,45.2
5.9,74.2,59.0,5.3,1,61.0
9.5,81.3,65.4,8.7,1,77.0
4.5,39.2,28.1,7.2,1,41.1
9.7,80.1,33.6,5.6,0,59.0
9.1,93.6,64.1,5.3,1,73.9
2.8,42.6,49.0,5.0,0,49.6
1.6,46.6,76.0,7.5,0,57.4
1.9,98.0,70.7,5.1,0,56.1
1.2,42.7,84.2,7.0,1,55.2
1.8,89.8,73.5,5.3,0,57.1
7.1,64.5,55.1,7.3,0,59.0
1.6,47.3,72.1,8.1,0,58.7
3.9,91.0,44.3,7.9,1,53.9
8.6,61.2,46.4,7.8,1,57.2
1.2,66.0,80.2,4.9,1,60.8
8.3,55.1,56.2,4.4,0,63.4
3.5,71.5,80.9,7.5,1,75.0
2.1,41.4,82.6,5.8,0,63.0
7.3,57.4,85.0,6.2,0,78.7
6.7,97.9,89.2,4.2,1,81.7
8.9,48.1,55.2,5.3,0,63.2
7.6,76.0,47.3,4.2,1,63.5
8.2,52.8,65.8,8.4,0,63.4
3.5,84.1,51.0,5.2,1,50.5
2.6,39.2,67.1,6.8,0,49.7
7.8,97.9,74.4,4.2,0,75.1
8.3,61.8,73.2,7.3,0,78.0
9.9,46.5,51.2,5.6,0,59.7
4.7,35.1,36.7,8.5,0,32.7
4.3,41.9,55.1,8.4,1,52.8
8.0,66.4,35.0,5.6,0,54.0
4.1,53.6,87.3,8.5,1,75.1
9.4,88.0,49.2,9.0,1,70.8
8.7,60.2,35.8,8.1,1,55.3
4.9,47.4,26.8,8.2,0,33.2
7.8,73.2,70.2,5.2,0,71.7
7.8,79.5,69.6,6.9,0,67.9
1.9,41.7,48.8,4.3,1,50.4
9.1,41.7,30.0,4.5,0,49.3
5.5,32.6,53.7,9.0,0,51.4
8.4,81.5,46.8,5.6,1,59.4
3.9,76.5,72.4,7.7,1,65.5
9.1,63.2,67.4,8.0,1,74.1
4.5,89.1,50.5,8.3,1,61.5
1.1,86.4,40.3,9.0,1,44.0
9.1,71.0,94.2,5.2,1,85.4
1.8,90.8,56.8,4.2,0,55.7
3.9,44.4,73.2,6.1,1,62.0
9.6,37.8,34.8,4.7,0,53.8
9.6,48.9,59.0,4.1,0,62.2
6.2,34.0,26.9,5.8,0,39.8
6.7,67.2,60.4,7.9,1,66.8
5.0,95.6,92.5,6.8,0,70.8
3.6,32.8,51.9,5.6,1,55.9
4.0,38.5,27.7,7.3,1,42.6
7.1,61.7,27.2,5.2,0,41.5
7.8,95.4,52.2,4.1,1,59.1
8.1,52.1,36.2,7.8,0,53.0
8.1,65.5,26.6,7.1,0,47.5
1.8,32.9,77.9,7.8,1,60.8
5.4,40.4,57.1,4.2,0,53.1
1.5,99.1,45.2,8.2,0,47.1
5.9,97.6,88.0,7.1,0,84.4
5.0,30.3,33.1,6.8,1,43.9
9.0,96.6,91.9,7.1,0,84.2
4.2,74.7,47.0,8.3,1,58.4
2.1,90.8,87.2,6.9,1,76.9
2.3,61.8,67.2,6.9,0,67.0
7.9,66.1,82.9,9.0,0,74.7
6.6,64.2,93.9,7.8,1,84.3
1.9,76.7,45.2,6.2,1,36.4
1.8,39.8,92.3,7.5,0,67.5
7.3,32.1,52.3,5.9,0,52.8
1.7,51.6,52.0,5.1,1,52.3
8.4,79.3,48.8,7.0,1,60.8
7.4,44.1,62.9,8.6,1,60.1
1.7,77.1,35.8,8.6,1,39.1
1.8,97.9,63.8,5.7,1,48.5
9.9,36.6,62.9,6.6,0,71.3
4.4,77.1,78.3,5.1,1,60.1
4.3,61.1,83.4,9.0,1,72.5
8.3,90.8,55.8,8.9,0,59.3
9.5,42.4,46.2,7.2,0,57.9
9.9,78.5,43.2,8.0,1,71.8
7.8,88.7,38.6,7.6,1,59.6
4.4,96.1,29.0,7.0,0,38.7
1.8,77.8,49.0,4.3,1,45.0
8.0,64.8,43.9,6.3,1,58.2
6.0,73.2,92.6,7.4,0,81.1
4.8,90.8,64.0,7.4,1,59.2
9.2,69.9,49.3,5.9,0,64.2
2.0,32.1,65.6,8.7,0,40.4
5.4,95.2,34.7,4.8,0,43.4
1.1,78.3,56.1,6.5,0,44.7
5.2,77.4,68.8,7.5,1,69.6
1.5,45.1,59.2,7.5,0,46.9
2.1,76.1,53.1,7.2,1,44.7
2.1,57.6,94.6,5.4,1,65.9
6.8,75.6,86.6,4.8,1,79.3
7.7,37.5,68.6,7.2,1,68.7
6.3,76.0,64.9,7.0,1,64.8
9.7,100.0,68.4,4.9,0,73.9
4.4,33.4,39.1,7.5,0,44.6
3.6,98.4,52.7,6.3,0,50.8
8.8,58.5,27.8,7.3,0,48.6
3.0,91.0,58.3,8.2,1,66.4
9.7,84.8,63.0,4.8,0,65.5
1.1,69.7,40.9,4.1,1,30.6
9.7,81.7,92.5,7.9,1,95.2
1.4,91.5,88.7,7.0,0,64.3
9.0,58.3,75.6,7.5,0,74.6
5.7,52.9,62.3,8.2,0,57.2
9.9,76.7,85.9,8.0,0,85.0
1.7,86.5,34.1,8.8,1,47.6
6.0,83.4,80.3,6.7,1,78.6
9.7,85.8,33.7,6.4,0,59.9
5.7,60.5,80.6,6.0,1,66.3
6.7,87.2,44.3,4.8,1,51.6
7.3,38.4,86.4,6.9,1,66.3
5.1,68.1,91.1,5.4,0,70.7
6.6,30.4,35.4,8.6,1,52.2
6.3,52.7,57.4,6.9,0,60.2
9.1,55.7,93.7,7.0,0,84.6
1.4,57.7,58.8,5.8,1,48.7
3.5,78.7,85.4,4.3,1,66.8
9.6,57.2,66.2,4.2,0,70.3
9.0,61.4,51.3,6.1,1,67.3
5.1,46.6,45.0,4.4,1,41.7
6.6,56.1,39.2,7.0,0,50.5
3.5,45.9,78.3,8.4,0,66.9
2.7,35.1,52.1,8.4,0,44.0
5.2,72.2,60.8,7.3,0,62.3
4.2,76.8,59.5,5.1,1,68.7
6.3,73.4,65.4,8.3,1,67.8
1.7,62.4,85.6,8.4,0,65.9
9.8,56.6,93.7,5.0,0,82.7
9.9,90.4,53.5,7.7,0,70.1
7.3,66.3,82.9,5.4,1,79.1
5.8,63.5,78.5,8.0,0,71.2
3.8,31.8,65.1,9.0,1,54.1
8.3,53.9,91.9,4.2,0,80.9
7.2,56.6,39.0,8.5,0,57.8
2.5,57.9,32.6,7.1,0,37.4
9.2,70.6,84.8,8.9,1,90.2
8.4,67.4,55.7,6.3,1,65.0
9.5,72.6,84.3,8.2,1,89.4
7.5,83.5,87.5,4.3,0,79.8
6.5,86.9,29.4,5.7,1,44.4
4.8,80.3,86.8,4.3,1,75.0
9.4,96.9,56.4,8.9,0,67.4
8.8,31.3,60.7,8.1,0,62.5
1.4,43.7,68.9,8.3,1,55.7
1.2,30.5,89.8,8.7,1,66.1
4.4,75.3,26.3,4.4,1,34.3
8.3,92.9,58.4,5.9,1,73.6
9.9,47.0,73.1,4.4,0,75.5
2.4,94.9,75.6,5.1,0,58.3
6.3,34.2,73.5,5.1,0,57.5
4.4,95.4,34.4,6.3,1,46.4
9.7,54.6,46.0,5.3,1,60.0
8.6,37.1,50.1,4.5,0,56.8
8.5,64.0,81.3,4.8,0,74.8
5.2,48.0,44.5,4.7,1,40.5
4.7,49.9,39.7,8.9,1,46.6
3.5,51.5,92.0,7.8,0,69.5
1.5,86.2,25.6,8.8,0,36.0
8.8,67.7,94.8,6.2,0,83.1
8.3,51.8,72.4,5.4,1,79.3
10.0,72.7,83.0,8.0,1,79.2
10.0,80.1,45.6,5.6,1,70.3
6.0,49.1,26.0,5.5,1,40.2
7.9,58.9,76.7,5.2,1,77.9
9.5,38.5,83.4,4.6,1,80.0
8.6,42.7,76.8,5.3,0,76.8
3.2,77.7,35.0,5.8,0,38.1
5.1,42.7,77.7,7.4,1,63.8
2.2,66.8,78.8,4.3,0,64.6
9.6,79.6,71.1,5.1,1,77.2
6.5,37.5,78.6,8.0,0,70.5
3.1,69.7,84.2,4.7,1,72.2
7.0,48.0,68.0,5.7,0,60.1
6.6,97.4,31.2,8.3,0,52.4
4.2,63.8,59.1,4.8,1,53.4
2.0,86.4,30.4,4.4,1,35.9
7.0,68.5,53.5,6.4,0,59.2
5.7,33.0,53.5,5.5,0,45.4
8.0,74.3,29.6,6.8,1,48.5
5.7,96.6,49.4,8.0,0,62.9
8.7,72.1,32.8,4.7,1,56.8
6.0,87.3,81.6,6.9,1,76.4
6.0,91.9,91.3,6.5,0,80.6
8.9,46.0,30.1,4.7,1,48.5
4.6,44.8,91.9,7.1,0,77.6
2.2,72.8,61.6,5.4,0,50.2
1.3,58.8,46.0,6.4,1,43.0
7.8,88.8,30.4,4.4,0,53.2
6.6,93.0,60.0,6.3,1,63.2
7.3,54.7,80.6,5.5,1,81.2
2.9,46.6,74.5,8.1,1,55.7
2.2,84.6,28.5,4.3,0,39.6
1.1,49.2,30.1,6.1,1,30.1
4.2,87.6,53.2,6.3,0,52.6
6.3,59.7,45.7,7.6,1,47.9
4.5,76.7,41.3,6.9,1,47.8
4.9,36.7,44.7,7.3,1,44.7
9.1,73.7,81.2,7.9,0,78.7
4.1,61.6,90.0,8.3,0,72.0
5.6,71.1,53.4,5.6,1,61.3
8.1,41.8,88.4,6.7,1,81.7
4.6,81.6,47.5,8.2,0,53.6
6.6,90.4,58.4,8.9,0,60.4
8.8,45.2,40.8,8.4,0,52.2
9.5,36.7,69.8,5.9,1,80.2
2.3,31.7,93.5,5.0,0,61.4
9.3,74.9,67.2,6.4,1,81.9
5.4,72.5,50.0,7.7,0,53.4
3.3,68.3,70.3,6.5,1,61.5
5.1,46.2,33.6,6.4,1,47.8
9.8,57.4,87.2,8.2,1,92.3
5.4,71.6,60.2,5.8,0,58.0
4.0,64.8,56.5,8.3,0,52.6
6.7,99.1,66.0,6.0,0,67.5
3.2,39.6,68.7,5.6,1,58.1
1.7,78.7,30.0,6.3,1,39.7
2.2,58.3,72.8,7.8,0,57.6
2.2,60.0,41.9,4.6,1,43.2
2.4,80.2,75.0,5.0,1,68.3
2.2,78.5,82.6,8.8,1,69.8
6.8,99.4,81.3,4.9,0,76.8
2.6,39.0,63.7,6.8,1,47.3
4.1,37.3,61.4,6.9,0,42.7
9.1,80.7,35.0,6.4,0,56.7
5.3,70.5,79.3,7.2,0,69.3
7.0,49.2,44.0,5.1,0,48.6
2.6,35.6,59.8,6.8,0,49.4
2.7,36.0,44.9,5.9,1,42.0
1.4,92.6,34.4,7.3,0,42.0
2.5,43.4,69.1,4.7,0,52.7
3.5,52.6,28.8,6.9,0,32.4
2.6,45.9,77.4,4.9,1,64.0
1.8,54.8,47.2,5.4,1,41.9
2.1,34.9,25.0,5.1,1,31.2
5.1,66.3,60.8,4.9,1,57.3
2.9,34.7,28.3,8.1,0,30.2
4.3,86.0,44.3,5.4,0,48.4
5.5,46.4,74.5,8.6,1,68.8
7.2,67.8,29.4,8.8,1,52.4
1.4,91.6,83.8,6.9,1,65.7
8.2,75.6,25.3,4.7,1,40.9
6.7,67.3,42.3,5.9,0,49.7
1.7,52.7,76.9,8.0,1,63.9
8.9,53.3,47.1,5.8,1,59.4
9.3,76.9,32.1,4.4,1,53.6
1.5,99.6,50.2,6.8,1,53.2
3.5,76.3,43.9,8.2,1,46.7
8.3,69.0,84.0,8.0,1,76.6
7.7,81.1,46.9,4.9,1,58.9
2.7,62.6,80.2,7.4,0,61.1
2.9,34.2,87.4,5.1,0,59.0
4.3,69.4,55.4,5.1,0,51.5
5.4,97.0,88.7,8.4,0,80.7
6.6,42.3,51.4,5.2,0,53.1
4.3,78.3,92.5,5.3,0,74.9
5.2,44.1,31.3,4.0,1,47.6
7.7,67.5,73.1,8.4,1,74.1
1.3,36.8,59.6,8.0,0,47.2
3.3,61.5,52.1,7.1,1,49.2
7.4,82.9,69.3,7.8,0,67.8
9.1,54.3,74.3,4.8,1,73.0
5.6,76.5,25.3,6.3,1,41.2
